1484931879961,91.3828864581
1484931880050,91.3828864581
1484931880081,91.2049502251
1484931880109,90.8230568128
1484931880131,90.8220722094
1484931880151,90.7686084018
1484931880172,90.7460599478
1484931880197,90.8381887014
1484931880225,90.0543482164
1484931880249,90.0590443973
1484931880271,90.2153616486
1484931880291,91.0433047693
1484931880317,91.042694851
1484931880335,90.9954084902
1484931880360,90.9892403265
1484931880383,91.7089369036
1484931880400,91.4780084888
1484931880423,91.477201829
1484931880454,91.3987142008
1484931880478,92.1565698975
1484931880502,92.1565698975
1484931880524,90.9357412642
1484931880558,90.3512872021
1484931880583,91.3075518492
1484931880607,91.5681277774
1484931880629,91.5714384986
1484931880655,91.7052931941
1484931880680,91.4759186058
1484931880711,91.6957026239
1484931880736,90.4857613847
1484931880756,91.4037419474
1484931880780,91.4029313907
1484931880805,90.9571783131
1484931880834,91.0425893938
1484931880855,91.0425893938
1484931880884,91.2105772542
1484931880912,91.211383914
1484931880945,91.008908762
1484931880971,91.8616966056
1484931880991,91.8625735237
1484931881013,91.4030527445
1484931881040,91.8012715948
1484931881067,91.8036885493
1484931881097,91.430569999
1484931881128,91.4268053729
1484931881154,91.7175000193
1484931881180,88.677680361
1484931881210,88.6841596961
1484931881234,89.1877977687
1484931881258,90.7363403209
1484931881285,90.7345298594
1484931881318,91.0756557214
1484931881352,90.8277229541
1484931881376,90.8229664739
1484931881404,89.9504249884
1484931881432,90.0613218552
1484931881461,90.5778336069
1484931881485,90.5752921438
1484931881508,90.5752921438
1484931881531,90.3191106408
1484931881560,91.3712738248
1484931881592,91.3712738248
1484931881621,91.7051173012
1484931881649,91.3214760307
1484931881671,91.3144584581
1484931881704,91.7237179381
1484931881724,91.7112219657
1484931881759,91.663643373
1484931881780,91.1365849022
1484931881805,91.141230944
1484931881826,90.4499158066
1484931881849,90.7428490367
1484931881877,90.7412434363
1484931881897,90.1222491158
1484931881923,90.1136253287
1484931881944,90.1887388655
1484931881970,90.3923185478
1484931881989,90.390925808
1484931882017,90.4662694717
1484931882040,90.9259017334
1484931882068,90.924053138
1484931882092,91.2204212391
1484931882119,90.9248680394
1484931882146,90.9160538807
1484931882171,91.1972462195
1484931882206,91.1390051302
1484931882237,92.5289337882
1484931882263,92.5317524061
1484931882293,92.5334141827
1484931882324,92.351668099
1484931882359,91.0455250102
1484931882389,91.0455250102
1484931882412,90.9917396557
1484931882443,91.895167958
1484931882471,91.895167958
1484931882503,90.7024348186
1484931882535,90.7023243805
1484931882559,90.1211039863
1484931882590,91.1754729587
1484931882623,91.1715956475
1484931882654,90.9683273201
1484931882679,90.6963330681
1484931882704,90.6963330681
1484931882730,91.7038818697
1484931882769,91.7095344098
1484931882801,91.902690051
1484931882830,91.8248001876
1484931882857,92.0465674747
1484931882878,91.7958018498
1484931882908,91.3636328834
1484931882935,91.3660528628
1484931882961,91.6679870198
1484931882986,91.7134830799
1484931883014,91.7134830799
1484931883043,90.757165267
1484931883072,90.7466755288
1484931883107,90.9125525901
1484931883129,91.948805202
1484931883160,91.9517584129
1484931883195,90.9067086647
1484931883216,90.8422420118
1484931883244,90.8347503835
1484931883271,90.6074211343
1484931883313,91.4246888614
1484931883346,90.9407486465
1484931883371,92.095021548
1484931883400,92.095021548
1484931883431,91.3173689977
1484931883453,91.418205455
1484931883486,91.4173987953
1484931883519,92.5108765271
1484931883555,92.7908803279
1484931883587,92.7908803279
1484931883621,91.7408678552
1484931883647,91.737533897
1484931883677,92.0791885204
1484931883715,92.0750914246
1484931883744,92.0770831948
1484931883774,90.5693588202
1484931883804,90.6576608033
1484931883835,90.6563514862
1484931883863,91.110436762
1484931883887,89.360040349
1484931883917,89.4347340413
1484931883937,90.3287692913
1484931883968,90.3318649186
1484931883995,91.0207544701
1484931884030,89.9976801971
1484931884063,89.999493186
1484931884100,91.5277351893
1484931884147,91.5066299481
1484931884174,91.5066299481
1484931884207,90.9504947612
1484931884242,91.220577914
1484931884270,91.220577914
1484931884298,90.3753714809
1484931884322,90.376169034
1484931884354,90.930931529
1484931884386,91.3481617839
1484931884406,91.3481387226
1484931884434,90.5840460922
1484931884464,90.2952071292
1484931884515,90.290652115
1484931884545,90.3895691547
1484931884574,90.3836127359
1484931884597,91.2280503513
1484931884629,91.2275333811
1484931884656,91.218045012
1484931884678,89.9834863036
1484931884711,90.6183753623
1484931884741,90.6175725622
1484931884765,90.8324066083
1484931884791,91.8617724312
1484931884821,91.8610355614
1484931884850,91.4543125791
1484931884884,91.4514090723
1484931884909,91.4133291321
1484931884942,92.2813522403
1484931884972,92.2837216699
1484931884997,91.3362787719
1484931885030,91.3516051623
1484931885057,91.3421881272
1484931885087,91.5736258883
1484931885120,90.9960202419
1484931885149,90.9940005831
1484931885181,90.0454787215
1484931885218,92.0115839655
1484931885246,91.0580654403
1484931885277,90.7513318111
1484931885303,90.7518001112
1484931885333,89.5430675328
1484931885359,90.8036600589
1484931885386,90.8036600589
1484931885406,90.6307068923
1484931885436,90.6307068923
1484931885456,90.4553736889
1484931885490,90.4593967746
1484931885516,90.4579339121
1484931885543,91.325673123
1484931885569,91.2071712776
1484931885595,91.2166272
1484931885623,91.1607459639
1484931885646,91.2672078952
1484931885675,91.2666087907
1484931885706,91.9556663659
1484931885733,91.9564013514
1484931885757,91.3091333168
1484931885787,90.6570270036
1484931885810,90.6653780317
1484931885836,89.5951174689
1484931885865,91.095658818
1484931885890,91.0985746535
1484931885913,90.4023290363
1484931885939,90.7883393761
1484931885967,90.7891450675
1484931885992,90.4165089258
1484931886023,90.4165089258
1484931886061,91.0632140287
1484931886091,91.2016671165
1484931886122,91.2018560443
1484931886154,90.7840423777
1484931886175,90.8906258751
1484931886207,90.8888089262
1484931886236,91.750707176
1484931886262,91.7476951393
1484931886296,91.5853578474
1484931886322,91.5797191894
1484931886348,91.5821753991
1484931886374,91.6460084933
1484931886404,91.6282695337
1484931886427,91.0661318379
1484931886460,90.2761751899
1484931886496,85.1435505958
1484931886526,85.1481521566
1484931886556,88.7436000613
1484931886588,90.0066794183
1484931886617,89.6592126573
1484931886644,90.8543584537
1484931886670,90.8612538269
1484931886710,90.5215041081
1484931886739,90.3850129355
1484931886827,90.3850129355
1484931886855,91.633963444
1484931886889,90.8395294828
1484931886919,90.8447149725
1484931886945,91.724662284
1484931886973,91.7295684803
1484931887002,91.5835349931
1484931887035,91.2451403858
1484931887063,91.2451403858
1484931887096,92.1049829232
1484931887127,92.0149782934
1484931887153,91.5981248343
1484931887186,91.5727875285
1484931887219,90.0747033405
1484931887249,90.8413850269
1484931887277,90.8290053555
1484931887306,90.7564933044
1484931887341,90.741702496
1484931887373,91.0223592995
1484931887393,90.2007589628
1484931887421,90.1836517667
1484931887454,89.6506373498
1484931887481,91.0390406195
1484931887509,91.0285669584
1484931887543,90.9887680666
1484931887569,90.9868752414
1484931887602,91.3035374147
1484931887637,91.4673922656
1484931887664,91.4668431164
1484931887695,90.9616998038
1484931887731,91.1086296162
1484931887763,91.1088305566
1484931887800,90.9424551165
1484931887830,91.3070787163
1484931887856,91.3093500044
1484931887881,91.3108725223
1484931887909,91.5779289825
1484931887932,91.6953251774
1484931887959,91.6838806537
1484931887993,91.6835756055
1484931888017,90.5208326727
1484931888046,91.3495029921
1484931888071,91.3487737005
1484931888100,90.5335434392
1484931888125,91.4681440473
1484931888151,91.4681440473
1484931888181,91.2079497069
1484931888213,91.2081676352
1484931888241,91.0016322194
1484931888271,91.837014098
1484931888299,91.8414716048
1484931888327,91.4011836289
1484931888347,91.8147579562
1484931888376,91.8192182661
1484931888411,91.4479952233
1484931888443,91.4479952233
1484931888472,91.7226304278
1484931888504,89.2867858726
1484931888531,88.6827851499
1484931888559,89.7216676595
1484931888592,90.7237558849
1484931888621,90.7278804291
1484931888652,90.4769280352
1484931888686,90.2323662696
1484931888715,91.2826141226
1484931888752,90.0449238234
1484931888786,90.0541523386
1484931888835,91.0559949801
1484931888882,91.0579762961
1484931888915,91.057170067
1484931888942,90.4833470725
1484931888969,91.3176333986
1484931888996,91.3197301294
1484931889024,92.0892691432
1484931889056,91.30868047
1484931889080,91.30868047
1484931889113,91.2506795397
1484931889144,91.2485375833
1484931889176,91.6638939284
1484931889205,91.1472372283
1484931889236,91.1394077489
1484931889266,90.4741508461
1484931889298,91.0549671897
1484931889332,91.0782468615
1484931889364,90.2107577182
1484931889393,90.2107577182
1484931889426,90.9287367221
1484931889464,90.3198592581
1484931889507,90.3190575861
1484931889559,90.031338459
1484931889604,91.1127593388
1484931889640,91.1113476842
1484931889667,91.2151422436
1484931889700,90.9113298209
